image_id,wall_type,indoor,description_en,description_bn,color_idea
image_073,painted_wall,1,"An indoor festive wall decoration featuring a black fabric backdrop decorated with colorful handmade dreamcatchers, fabric fans, diamond-shaped tassel hanging ornaments, and fairy lights.","কালো কাপড়ের ব্যাকড্রপে সাজানো একটি ঘরোয়া উৎসবের দেয়াল সজ্জা। এতে রঙিন হাতে তৈরি ড্রীমক্যাচার, কাপড়ের পাখা, ট্যাসেলযুক্ত ডায়মন্ড আকৃতির ঝুলন্ত অলংকার এবং ফেয়ারি লাইট ব্যবহার করা হয়েছে।","black, red, yellow, pink, blue"
image_074,backdrop_board,1,"An elegant photo backdrop setup featuring draped white fabric curtains topped with an arch of accordion paper fan rosettes in black, metallic gold, and patterned gold designs.","সাদা কাপড়ের পর্দা এবং ওপরের তোরণে সাজানো কালো, সোনালী ও নকশাদার কাগজের পাখার রোসেট দিয়ে তৈরি একটি মার্জিত ফটো ব্যাকড্রপ সজ্জা।","white, black, gold"
image_075,painted_wall,1,"A sports-themed department bulletin board with a black background, featuring the banner 'GLIMPSES OF OUR DEPARTMENT' surrounded by paper cutouts of various sports equipment, torches, and award medals.","'GLIMPSES OF OUR DEPARTMENT' লেখা ক্রীড়া-বিষয়ক বিভাগীয় বুলেটিন বোর্ড সজ্জা। এতে কালো ব্যাকগ্রাউন্ডের চারপাশে বিভিন্ন খেলাধুলার সরঞ্জাম, মশাল ও পদকের কাগজের কাটআউট ব্যবহার করা হয়েছে।","black, orange, white, red, yellow"
image_076,wooden_wall,1,"A traditional ethnic backdrop featuring woven bamboo winnowing baskets mounted on a bamboo wall, decorated with dense red flower clusters, green artificial foliage, and straw rope garlands.","বাঁশের দেওয়ালে সাঁটানো ঐতিহ্যবাহী কুলার ব্যাকড্রপ সজ্জা। এতে ঘন লাল ফুল, কৃত্রিম সবুজ লতাপাতা এবং খড়ের দড়ির মালা ব্যবহার করা হয়েছে।","brown, red, green, beige"
image_077,painted_wall,1,"A vibrant ethnic wall display filled with hand-painted terracotta clay plates featuring intricate mandala artwork, geometric patterns, and embedded mirror accents.","সূক্ষ্ম মান্ডালা চিত্রকর্ম, জ্যামিতিক নকশা এবং ছোট আয়নার কাজ সংবলিত হাতে আঁকা বিভিন্ন আকারের মাটির সরা/থালা দিয়ে সাজানো একটি দেওয়াল সজ্জা।","blue, yellow, red, orange, green"
image_078,painted_wall,1,"A red and green Sports Day bulletin board featuring . A large yellow winner trophy in the center, and cutouts of children playing various sports alongside sports gear.", একটি লাল ও সবুজ স্পোর্টস ডে বুলেটিন বোর্ড সজ্জা। এতে মাঝখানে একটি বড় সোনালী/হলুদ বিজয়ী ট্রফি এবং চারপাশে খেলাধুলা রত শিশুদের ও ক্রীড়া সরঞ্জামের কাটআউট রয়েছে।,"red, green, yellow, white"
image_079,wooden_wall,0,"An outdoor floral decorative display made of large colorful plastic or paper plates arranged like giant flowers on a metal grid frame, adorned with hanging ribbon streamers on a grassy lawn.",খোলা মাঠে মেটাল গ্রিড ফ্রেমের ওপর রঙিন থালা/প্লেট দিয়ে তৈরি বিশাল ফুলের আকৃতির বহিরাঙ্গন ডেকোরেশন। এতে নিচে ঝুলন্ত রঙিন ফিতা বা রিবন ঝুলিয়ে সৌন্দর্যবর্ধন করা হয়েছে।,"pink, yellow, blue, green, orange"
image_080,painted_wall,1,"A Bangladesh Victory Day ('Mahan Bijoy Dibosh') bulletin board display featuring a paper tree branch with 'মহান বিজয় দিবস' typography, national flag, map of Bangladesh, Bangabandhu portrait, National Martyrs' Memorial, and paper flowers.","'মহান বিজয় দিবস' উপলক্ষে তৈরি একটি ডিসপ্লে বোর্ড সজ্জা। এতে গাছের ডালের নকশায় বাংলা অক্ষর, বাংলাদেশের জাতীয় পতাকা, মানচিত্র, বঙ্গবন্ধুর প্রতিকৃতি, জাতীয় স্মৃতিসৌধের ছবি এবং রঙিন কাগজের ফুল ব্যবহার করা হয়েছে।","green, red, brown, white"
image_081,painted_wall,1,A large photo booth frame decorated with giant bright yellow sunflowers with glitter centers on top and large pink flowers with green paper leaves on the sides.,বিশাল আকৃতির উজ্জ্বল হলুদ সূর্যমুখী ফুল এবং গোলাপি ফুল ও সবুজ পাতার আলংকরণ দিয়ে সাজানো একটি ফটোবুথ ফ্রেম সজ্জা।,"yellow, pink, green, black"
image_082,bulletin_board,1,"A Sports Day display board set against a dark blue background with colorful pennant bunting flags, featuring the title 'SPORTS DAY', an Olympic torch flame cutout, stars, medals, and various sports balls.","গাঢ় নীল ব্যাকগ্রাউন্ডে রঙিন পতাকা ঝুলিয়ে তৈরি 'SPORTS DAY' বুলেটিন বোর্ড সজ্জা। এতে অলিম্পিক মশাল, ট্রফি/মেডেল, তারা এবং বিভিন্ন ধরনের বলের কাটআউট ব্যবহার করা হয়েছে।","blue, yellow, red, orange, white"
image_083,bulletin_board,0,"A National Sports Day display board on a black backdrop, featuring colorful silhouettes of athletes playing cricket, football, hockey, and tennis alongside sports equipment cutouts.","কালো ব্যাকগ্রাউন্ডে  এর জাতীয় ক্রীড়া দিবস উপলক্ষে তৈরি ডিসপ্লে বোর্ড। এতে ক্রিকেট, ফুটবল, হকি ও টেনিস খেলোয়াড়দের রঙিন সিলুয়েট এবং খেলাধুলার সরঞ্জামের কাটআউট ব্যবহার করা হয়েছে।","black, yellow, pink, green, orange, white"
image_084,brick_wall,1,"A tech-sports hybrid exhibition display board for a 'CRICKET CHAMPIONSHIP' mounted on a red brick wall, featuring player silhouettes, cricket terminology combined with computer science terms like SYNTAX, ASSEMBLER, and PERCEPTRON.","লাল ইটের দেওয়ালে সাঁটানো 'CRICKET CHAMPIONSHIP' থিমযুক্ত প্রযুক্তি ও ক্রীড়াভিত্তিক প্রদর্শনী বোর্ড। এতে ক্রিকেটারদের সিলুয়েট, ক্রিকেট পরিভাষার পাশাপাশি সিনট্যাক্স, অ্যাসেম্বলারের মতো কম্পিউটার সায়েন্সের টেক্সট ব্লক ব্যবহার করা হয়েছে।","red, blue, yellow, white, black"
image_085,brick_wall,1,"A soccer tournament exhibition display board on an exposed brick wall, featuring a 'SOCCER CHAMPIONS' title, a gold soccer ball, a player taking a penalty kick silhouette, goal post net, and computer science terminology cards.","লাল ইটের দেওয়ালে সাঁটানো 'SOCCER CHAMPIONS' থিমযুক্ত প্রদর্শনী বোর্ড সজ্জা। এতে সোনালী ফুটবল, পেনাল্টি শট নেওয়া খেলোয়াড়ের সিলুয়েট, গোলপোস্টের জাল এবং কম্পিউটার বিজ্ঞানের টেক্সট কার্ড ব্যবহার করা হয়েছে।","red, green, yellow, white, black"
image_086,brick_wall,1,"A colorful sports-themed wall display titled mounted on a red brick wall, featuring paint splash cutouts, cricket match terms like 4 RUNS, 6 RUNS, CLEAN BOWLED, OUT, and HOWZZAT!.","লাল ইটের দেওয়ালে সাঁটানো বর্ণিল দেয়াল সজ্জা। এতে রঙের ছিটানো (স্প্ল্যাশ) কাটআউট এবং ফোর রানস, সিক্স রানস, ক্লিন বোল্ড, আউট ইত্যাদির মতো ক্রিকেটের নানা ডায়ালগ বাবুল ও চিহ্ন ব্যবহার করা হয়েছে","red, blue, yellow, orange, white"
image_087,backdrop_board,1,"A vibrant photo booth backdrop setup decorated with multi-colored circular accordion paper fan rosettes forming an arch, hanging ribbon streamers, and marigold flower garlands on the side.",বিভিন্ন রঙের গোলাকার কাগজের পাখার রোসেট দিয়ে তোরণ বানিয়ে তৈরি উৎসবমুখর ফটোবুথ ব্যাকড্রপ। এতে রঙিন ফিতার লতি এবং দুই পাশে গাঁদা ফুলের মালা ঝুলিয়ে অলংকরণ করা হয়েছে।,"orange, yellow, pink, purple, teal"
image_088,backdrop_board,1,A colorful photo booth backdrop setup featuring a white sheer curtain frame decorated with large handcrafted paper flowers in vibrant colors and a draped Mexican serape blanket on the side.,একটি বর্ণিল ফটোবুথ ব্যাকড্রপ সজ্জা। এতে পাতলা সাদা পর্দার উপর বিশাল আকৃতির নানা রঙের কাগজের ফুল এবং একপাশে ঝুলানো রঙিন মেক্সিকান ফ্যাব্রিক/সেরাপ পর্দা দিয়ে সাজানো হয়েছে।,"yellow, blue, purple, orange, pink, red, white"
image_089,painted_wall,1,"A Sports Day decorative board set against a maroon backdrop, featuring a large gold trophy cutout labeled 'WINNER' surrounded by various sports gear like a soccer ball, bowling pins, football, tennis ball, and pastel balloons.","মেরুন ব্যাকগ্রাউন্ডে তৈরি একটি স্পোর্টস ডে ডিসপ্লে বোর্ড। এতে 'WINNER' লেখা সোনালী ট্রফি, ফুটবল, বোলিং পিন, টেনিস বল ইত্যাদির কাটআউট এবং চারপাশে হালকা রঙের বেলুন দিয়ে সাজানো হয়েছে।","maroon, yellow, white, black, pink, orange"
image_090,painted_wall,1,"A Sports Day wall display featuring glittery 3D typography spelling 'SPORT Day', accompanied by cutouts of athletes, an Olympic torch flame, tennis rackets, bowling pin, and colorful hanging ribbons.","'SPORT Day' থিমযুক্ত একটি বর্ণিল দেয়াল সজ্জা। এতে গ্লিটারযুক্ত কাটআউট অক্ষর, অ্যাথলেটদের সিলুয়েট, অলিম্পিক মশাল, টেনিস র‍্যাকেট ও বলের অলংকরণ ব্যবহার করা হয়েছে।","yellow, purple, blue, red, green, orange"
image_091,painted_wall,1,"An art and craft themed bulletin board featuring a multi-color paint dripping border along the top, paint splash cutouts labeled 'DESIGN', 'CREATE', and 'INSPIRE', along with paintbrushes, pencils, glue, and a paint bucket.","আর্ট ও ক্রাফট থিমের একটি বুলেটিন বোর্ড। এতে শীর্ষে রঙিন ড্রিপিং বর্ডার এবং বোর্ডের চারপাশে 'DESIGN', 'CREATE', 'INSPIRE' লেখা পেইন্ট স্প্ল্যাশ, তুলি, পেন্সিল ও গ্লু দিয়ে সাজানো হয়েছে।","black, pink, blue, yellow, red, green, orange"
image_092,painted_wall,1,"A Mother's Day display poster designed in traditional Jamini Roy folk art style depicting a mother and child, featuring 'HAPPY MOTHER'S DAY' title and a quote at the bottom.",জামিনী রায়ের লোকশিল্প শৈলীতে মা ও সন্তানের চিত্র আঁকা 'HAPPY MOTHER'S DAY' প্রদর্শনী পোস্টার। এতে মায়ের প্রতি ভালোবাসা ব্যক্ত করে নিচে একটি সুন্দর উদ্ধৃতি রয়েছে।,"yellow, brown, red, black, orange"
image_093,painted_wall,1,"A Mother's Day bulletin board with a black background bordered by red and white paper hearts, featuring white silhouettes of a mother and child, yellow paper sunflowers at the top corner, and 'HAPPY Mother's DAY' text.",কালো ব্যাকগ্রাউন্ডে লাল ও সাদা কাগজের হার্ট বর্ডার দিয়ে তৈরি 'HAPPY Mother's DAY' বুলেটিন বোর্ড সজ্জা। এতে মা ও শিশুর সাদা সিলুয়েট কাটআউট এবং হলুদ সূর্যমুখী ফুল দিয়ে অলংকরণ করা হয়েছে।,"black, red, white, yellow, blue"
image_094,painted_wall,1,"A vibrant Mother's Day green bulletin board display featuring bunting flags spelling 'HAPPY MOTHER'S DAY', paper sunflowers, origami hearts, and paper cutouts of mothers embracing their children.","সবুজ ব্যাকগ্রাউন্ডের ওপর 'HAPPY MOTHER'S DAY' ঝালর পতাকা এবং রঙিন কাগজের সূর্যমুখী ফুল, অরিগামি হার্ট ও মা-শিশুর স্নেহময় চিত্র সম্বলিত ডিসপ্লে বোর্ড সজ্জা।","green, pink, yellow, red, blue, purple"
image_095,painted_wall,1,A chalkboard wall art for Mother's Day featuring hand-drawn calligraphy reading 'Happy Mother's Day' above a colorful illustration of a vibrant flower garden painted with chalks.,ব্ল্যাকবোর্ড ওয়ালে চকে আঁকা 'Happy Mother's Day' হ্যান্ড ক্যালিগ্রাফি এবং নিচে বিভিন্ন রঙের চক দিয়ে চমৎকারভাবে আঁকা ফুলবাগানের অলংকরণ।,"black, white, gold, pink, purple, green, yellow, orange"
image_096,painted_wall,1,"A Parents' Day stage backdrop titled 'HAPPY PARENTS' DAY', featuring family silhouette cutouts, framed message boards on both sides, colorful paper flower borders on the top and bottom, and small heart accents.","'HAPPY PARENTS' DAY' থিমযুক্ত ব্যাকড্রপ সজ্জা। কালো পর্দার ওপর পরিবার/বাবা-মা ও সন্তানদের সিলুয়েট, দুপাশে ফ্রেমযুক্ত বার্তার বোর্ড এবং উপরে ও নিচে রঙিন কাগজের ফুলের বর্ডার দিয়ে সাজানো।","black, yellow, pink, purple, green, red, white"
image_097,brick_wall,1,"A Mother's Day bulletin board set around a red brick pillar, featuring giant paper cutouts of hands holding white daisy flowers, and a yellow banner reading 'MOMS are like buttons... THEY HOLD EVERYTHING together!'.",লাল ইটের পিলারের দুই পাশে নির্মিত মা দিবসের বুলেটিন বোর্ড সজ্জা। এতে সাদা ডেইজি ফুল ধরে থাকা কাগজের বড় হাতের কাটআউট এবং মাঝখানে 'MOMS are like buttons... THEY HOLD EVERYTHING together!' লেখা হলুদ ব্যানার রয়েছে।,"yellow, white, green, pink, blue, brown"
image_098,painted_wall,1,"A Mother's Day display board with a dark blue background framed in wood, featuring white cutouts of a mother and child, a red tissue-paper heart with 'Happy Mother's Day' text, floating hearts, and green grass cutouts.","গাঢ় নীল ব্যাকগ্রাউন্ডের একটি মা দিবসের বুলেটিন বোর্ড সজ্জা। এতে মা ও শিশুর সাদা কাটআউট, 'Happy Mother's Day' লেখা লাল টিস্যু পেপারের তৈরি বড় হার্ট, অনেকগুলো ছোট হার্ট এবং নিচে সবুজ ঘাসের কাটআউট ব্যবহার করা হয়েছে।","blue, white, red, pink, green, brown"
image_099,painted_wall,1,"A Father's Day bulletin board display on a white background with a blue border, featuring hanging colorful patterned ties, a '#1 DAD' rosette, 'HAPPY Father's DAY' lettering, and cartoon cutouts of dads with kids.","নীল বর্ডার ও সাদা ব্যাকগ্রাউন্ডে তৈরি বাবা দিবসের বুলেটিন বোর্ড সজ্জা। এতে রঙিন নকশাদার নেকটাইয়ের মালা, '#1 DAD' রিবন, 'HAPPY Father's DAY' লেখা এবং বাবা ও সন্তানদের কার্টুন কাটআউট রয়েছে।","white, blue, yellow, green, red, purple"
image_100,painted_wall,1,"A Father's Day poster display on yellow poster paper featuring 'HAPPY FATHER'S DAY' written in bold blue text, topped with colorful bunting flags, red paper hearts, and a father silhouette motif with hat, glasses, mustache, and tie.","হলুদ পোস্টার পেপারে গাঢ় নীল কালিতে 'HAPPY FATHER'S DAY' লেখা বাবা দিবসের পোস্টার সজ্জা। এতে রঙিন পতাকা, লাল হার্ট এবং টুপি, চশমা, গোঁফ ও টাই পরিহিত বাবার মুখের আইকনিক কাটআউট ব্যবহার করা হয়েছে।","yellow, blue, brown, red, green, teal"
image_101,painted_wall,1,"Indoor wall decorated for Father's Day featuring a green crepe paper streamer backdrop, a ""HAPPY FATHER'S DAY"" center sign, and soccer-themed paper fan rosettes in black, white, and green.","বাবা দিবস (ফাদার্স ডে) উপলক্ষে সাজানো একটি অভ্যন্তরীণ দেয়াল, যেখানে সবুজ ক্রেপ পেপারের ঝুলন্ত স্ট্রিমার, ""HAPPY FATHER'S DAY"" ব্যানার এবং ফুটবল-থিমযুক্ত কালো, সাদা ও সবুজ কাগজের ফ্যান রয়েছে।","green, white, black"
image_102,backdrop_board,0,"Festive decorative backdrop consisting of black panels framed in bright pink, adorned with hanging strands of colorful paper cones in yellow, green, and pink, with decorated traditional clay pots placed in front.","Festive decorative backdrop consisting of black panels framed in bright pink, adorned with hanging strands of colorful paper cones in yellow, green, and pink, with decorated traditional clay pots placed in front.","pink, yellow, green, black, gold"
image_103,painted_wall,1,"A peacock-themed indoor photo frame backdrop decorated with colorful paper peacock feathers, bright 3D paper flowers, leafy tree branches, and a square cutout opening in the center for taking photos.","ময়ূর-থিমভিত্তিক একটি ইনডোর ফটো ফ্রেম ব্যাকড্রপ, যা রঙিন কাগজের ময়ূরের পেখম, উজ্জ্বল থ্রিডি ফুল, গাছের ডালপালা এবং ছবি তোলার জন্য মাঝখানে একটি বর্গাকার ফ্রেমে সাজানো।","yellow, pink, blue, orange, green"
image_104,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring a ""HAPPY TEACHER'S DAY"" banner, an inspirational message, an illustration of a teacher watering sunflowers with children's faces, and a bright red and yellow border.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে ""HAPPY TEACHER'S DAY"" ব্যানার, একটি অনুপ্রেরণামূলক উক্তি, শিশুদের মুখবিশিষ্ট সূর্যমুখী গাছে শিক্ষকের পানি দেওয়ার চিত্র এবং লাল ও হলুদ রঙের বর্ডার রয়েছে।","blue, yellow, green, red, pink"
image_105,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring a dark backdrop with happy children cutouts holding up individual letter signs spelling ""TEACHERS"", surrounded by colorful paper stars, flowers, and butterflies.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে ""TEACHERS"" অক্ষরের প্লেকার্ড হাতে শিশুদের সুন্দর চিত্র এবং চারপাশে রঙিন তারা, ফুল ও প্রজাপতির সাজ রয়েছে।","black, yellow, pink, blue, orange"
image_106,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring colorful textured letters spelling ""HAPPY TEACHERS DAY"" on a black background, adorned with school-themed cutouts such as apples, rulers, crayons, A+ badges, and paint palettes, surrounded by a book-patterned border.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে রঙিন হরফে ""HAPPY TEACHERS DAY"" লেখা এবং চারপাশে আপেল, স্কেল, ক্রেন, এ প্লাস ব্যাজ ও কালার প্যালেটের মতো বিভিন্ন স্কুল-থিমযুক্ত কাটআউট এবং বইয়ের প্রিন্টযুক্ত বর্ডার রয়েছে।","black, yellow, pink, red, blue"
image_107,bulletin_board,1,"Indoor burlap display board for Teacher's Day featuring bold text ""HAPPY TEACHERS DAY STAFF SHOUT OUTS"", decorated with large colorful paper butterflies and sticky notes containing handwritten messages of appreciation.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর জুট বা পাটের ডিসপ্লে বোর্ড, যেখানে ""HAPPY TEACHERS DAY STAFF SHOUT OUTS"" বার্তা, বড় বর্ণিল কাগজের প্রজাপতি এবং হাতে লেখা শুভেচ্ছা বার্তাসংবলিত চিরকুট পোস্ট করা রয়েছে।","brown, yellow, pink, orange, black"
image_108,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring ""HAPPY TEACHER'S DAY"" text on a black backdrop, oversized paper cutouts of a pencil and ruler, inspirational words on bright cards, and a scalloped orange paper border.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে ""HAPPY TEACHER'S DAY"" লেখা, একটি পেনসিল ও স্কেলের বড় কাগজের কাটআউট, অনুপ্রেরণামূলক বার্তা এবং একটি কমলা রঙের তরঙ্গায়িত বর্ডার রয়েছে।","orange, yellow, pink, black, blue"
image_109,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring an orange background framed by purple and yellow paper curtain drapes, ""HAPPY TEACHERS DAY"" lettering, and an array of handmade greeting cards.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কমলা ব্যাকগ্রাউন্ডের দুপাশে বেগুনি ও হলুদ কাগজের পর্দার সাজ, ""HAPPY TEACHERS DAY"" লেখা এবং শিক্ষার্থীদের তৈরি নানা ধরনের গ্রিটিং কার্ড প্রদর্শন করা হয়েছে।","orange, purple, yellow, black"
image_110,painted_wall,1,"Indoor white painted wall decorated for Teacher's Day featuring bold red cut-out letters spelling ""HAPPY TEACHER'S DAY"", decorated with vibrant 3D paper flowers, leaves, and small paper butterflies.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর সাদা দেয়াল, যেখানে লাল রঙের কাটআউট হরফে ""HAPPY TEACHER'S DAY"" লেখা এবং চারপাশে বর্ণিল থ্রিডি কাগজের ফুল, পাতা ও ছোট প্রজাপতির সাজ রয়েছে।","white, red, green, yellow, pink, blue"
image_111,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring colorful cut-out text spelling ""HAPPY Teacher's Day"" on a black backdrop, decorated with paper pencil cutouts and small 3D paper flowers in pink and blue.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে রঙিন কাটআউট অক্ষরে ""HAPPY Teacher's Day"" লেখা এবং চারপাশে কাগজের পেনসিল কাটআউট ও গোলাপি এবং নীল রঙের ছোট থ্রিডি কাগজের ফুল রয়েছে।","black, pink, green, orange, blue"
image_112,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring ""HAPPY TEACHER'S DAY"" in colorful letters on a maroon backdrop, framed by a border of colorful paper pencil cutouts and decorated with glittery paper butterflies.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে মেরুন ব্যাকড্রপে রঙিন হরফে ""HAPPY TEACHER'S DAY"" লেখা, চারপাশে রঙিন কাগজের পেনসিল কাটআউটের বর্ডার এবং চমকপ্রদ কাগজের প্রজাপতি দিয়ে সাজানো রয়েছে।","maroon, yellow, pink, blue, green, purple"
image_113,bulletin_board,0,"Outdoor display backdrop board decorated for Teacher's Day featuring a central green circle with cursive text reading ""Happy Teachers' Day"", surrounded by a paper flower wreath, giant paper pencil cutouts, and open book cutouts.","শিক্ষক দিবস উপলক্ষে সাজানো একটি আউটডোর ব্যাকড্রপ বোর্ড, যেখানে মাঝখানে সবুজ বৃত্তের ওপর ক্যালিগ্রাফিতে ""Happy Teachers' Day"" লেখা, চারপাশে কাগজের ফুলের রিং, বিশালাকার কাগজের পেনসিল কাটআউট এবং খোলা বইয়ের নকশা রয়েছে।","blue, green, yellow, pink, orange, red"
image_114,painted_wall,1,"Indoor display board decorated for Teacher's Day featuring bold purple text ""HAPPY TEACHERS DAY"" on a black backdrop, an illustration of a student giving flowers to her teacher, surrounded by bright paper flowers and leaves.","শিক্ষক দিবস উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে বেগুনি হরফে ""HAPPY TEACHERS DAY"" লেখা, শিক্ষককে একজন ছাত্রীর ফুল দেওয়ার চিত্র এবং চারপাশে উজ্জ্বল কাগজের ফুল ও পাতার সাজ রয়েছে।","purple, pink,yellow, red, green, black"
image_115,painted_wall,1,"Indoor display board decorated for National Sports Day featuring polka-dot patterned text ""SPORTS DAY"", a giant gold trophy cutout, a cheering child illustration, various sports balls, and paper flowers framed with a bright pink border.","জাতীয় ক্রীড়া দিবস উদযাপন উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে অলঙ্কৃত হরফে ""SPORTS DAY"" লেখা, একটি বিশালাকার সোনালী ট্রফি, উল্লাসিত শিশুর চিত্র, নানা ধরনের খেলার বল এবং ফুলের সাজসহ গোলাপী বর্ডার রয়েছে।","pink, brown, yellow, orange, blue, white"
image_116,painted_wall,1,"Indoor display board decorated for an Annual Sports Meet featuring a black backdrop with colorful bunting flags reading ""ANNUAL SPORTS MEET"", a large glittery gold trophy, Olympic rings, house team banners, various sports equipment cutouts, and child illustrations.","বার্ষিক ক্রীড়া প্রতিযোগিতা উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে রঙিন পতাকায় ""ANNUAL SPORTS MEET"" লেখা, একটি বড় চমকপ্রদ সোনালী ট্রফি, অলিম্পিক রিং, হাউসের ব্যানার, নানা ধরনের খেলার সরঞ্জামের কাটআউট এবং শিশুদের চিত্র রয়েছে।","black, yellow, red, blue, green, gold"
image_117,bulletin_board,0,"Outdoor display backdrop board decorated for an Annual Sports Day featuring white text ""ANNUAL SPORTS DAY 2025"" on a bright green backdrop, decorated with colorful bunting flags, Olympic rings, a large gold trophy cutout, and various sports equipment cutouts.","বার্ষিক ক্রীড়া দিবস উপলক্ষে সাজানো একটি আউটডোর ব্যাকড্রপ বোর্ড, যেখানে উজ্জ্বল সবুজ ব্যাকগ্রাউন্ডে সাদা অক্ষরে ""ANNUAL SPORTS DAY 2025"" লেখা, চারপাশে রঙিন পতাকাসারি, অলিম্পিক রিং, একটি বড় সোনালী ট্রফি এবং নানা ধরনের খেলার সরঞ্জামের কাটআউট রয়েছে।","green, white, yellow, red, blue"
image_118,backdrop_board,0,"Outdoor display backdrop board decorated for an Annual Result Day featuring bold white text ""ANNUAL RESULT DAY SESSION 2024"" and school details on a black backdrop, adorned with vibrant paper rosette fans along the top and colorful side streamer drapes.","বার্ষিক ফলাফল প্রকাশ দিবস উপলক্ষে সাজানো একটি আউটডোর ব্যাকড্রপ বোর্ড, যেখানে কালো ব্যাকড্রপে স্পষ্ট সাদা অক্ষরে ""ANNUAL RESULT DAY SESSION 2024"" এবং স্কুলের নাম লেখা, উপরে রঙিন কাগজের তৈরি পাখা বা রোসেট এবং দুপাশে পর্দার মতো ঝুলন্ত কাগজের স্ট্রিমার দিয়ে সাজানো রয়েছে।","black, white, yellow, pink, red, green, orange"
image_119,painted_wall,1,Indoor display board decorated for a Farewell event featuring a maroon backdrop framed with plaid pattern paper and a heart-shaped photo collage of students.,"বিদায় সংবর্ধনা উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে চেককাটা কাগজের বর্ডারের মাঝে মেরুন ব্যাকগ্রাউন্ডে ব্যানার এবং শিক্ষার্থীদের ছবি দিয়ে তৈরি একটি হৃদয় আকৃতির কোলাজ রয়েছে।","maroon, brown, yellow, red, white"
image_120,painted_wall,0,"Outdoor banner backdrop board decorated for ""Boishakhi Mela & Nagar Utshob 1432"" featuring a vibrant cityscape with modern colorful buildings, traditional Bengali fair elements such as a wooden ferris wheel (nagordola), pinwheel, kite, motifs of an elephant and horse, and Bengali central typography.","বৈশাখী মেলা ও নগর উৎসব ১৪৩২ উপলক্ষে সাজানো একটি আউটডোর ব্যাকড্রপ বোর্ড, যেখানে শহরের রঙিন দালানকোঠা, ঐতিহ্যবাহী মেলা ও লোকশিল্পের নানা উপাদান যেমন নগরদোলা, চরকি, ঘুড়ি, হাতি ও ঘোড়ার মোটিফ এবং কেন্দ্রে বাংলায় উৎসবের নাম লেখা রয়েছে।","red, green, blue, yellow, orange, white, purple"
image_121,painted_wall,1,"Indoor display board decorated for Earth Day (22 April) featuring a cartoon globe held by hands on a black backdrop, framed by paper trees, flowers, a recycling bin, a water droplet, and environmental awareness messages.","বসুন্ধরা দিবস বা পৃথিবী দিবস (২২ এপ্রিল) উপলক্ষে সাজানো একটি ইনডোর ডিসপ্লে বোর্ড, যেখানে কালো ব্যাকড্রপে দুহাতে ধরা একটি পৃথিবীর চিত্র, দুপাশে সবুজ গাছ, ফুল, রিসাইকেল বিন, পানির ফোঁটা এবং পরিবেশ সচেতনতামূলক বার্তা প্রদর্শন করা হয়েছে।","green, blue, black, yellow, pink, brown"
image_122,bulletin_board,0,"Outdoor welcome standee featuring a circular board with gold cursive text ""Welcome"" on a black backdrop, framed by layered pink and magenta paper crepe petals, large 3D paper flowers in white and pink with gold centers, and decorative gold leaves.","অভ্যর্থনা জানানোর জন্য সাজানো একটি আউটডোর ডিসপ্লে স্ট্যান্ডি, যেখানে কালো ব্যাকড্রপে সোনালী হরফে ""Welcome"" লেখা, চারপাশে গোলাপি ও গাঢ় গোলাপি কাগজের পাপড়ির স্তর, সোনালী কেন্দ্রযুক্ত বড় সাদা ও গোলাপি থ্রিডি কাগজের ফুল এবং মনোহরী সোনালী পাতা দিয়ে সাজানো একটি বৃত্তাকার বোর্ড রয়েছে।","pink, magenta, white, black, gold"
